PID,Poster,Gender,Title,PDate,PCont,PLike,PReply
224152498,臺北醫學大學 藥學系藥學組,m,關於健康飲料,2016/6/6,想問問保健系的同學或是有研究的同學市面上的雙＿美茶，分＿茶，每＿健康都有健康食品標籤很不巧家父有高血壓的問題更不巧的是我遺傳到了(??_?`)為什麼是遺傳咧因為我哥精瘦體型有六塊肌也些微超出正常值了已經有在定期運動了那喝這些飲品對三高有效嗎？或是有幫助嗎？P.S.剛好最近有第二件６折,5,9
224118061,臺北醫學大學,m,今天下午有地震,2016/5/31,好搖www大家對地震的感覺都是如何呢我只是坐在位子上看著同學狂叫…,8,4
224079972,臺北醫學大學,f,熱舞社,2016/5/24,今天去看了熱舞社的成發，熱血感動又厲害阿~~~ 好想跟著大家一起跳舞喔 如果大二才加來的及嗎,27,5
224079301,臺北醫學大學,f,學校附近健身房,2016/5/24,想問大家除了學校健身房都會去哪一家運動呢有沒有什麼好的選擇呢學校附近或是遠一點也可以請大家推薦一下?,3,5
224078544,臺北醫學大學,f,優九聯盟,2016/5/24,取自聯合新聞網少子化衝擊，大學手牽手招生擴大利基。包含東吳、北醫、淡江、輔仁、世新、實踐等共9所位於台北的老牌私校今天聯合手牽手，結為「優九聯盟U9 League」，並研擬雙學位制度，若修法通過，最快新學期9月開學，九校學生就可以跨校修課，畢業可拿兩校以上的畢業證書。包含大同大學、文化大學、台北醫學大學、世新大學、淡江大學、東吳大學、銘傳大學、輔仁大學以及實踐大學共同成立的「優九聯盟U9 League」，未來九校的學分、課程、圖書資源以及入學考試都可以互選、互通。世新校長吳永乾表示，九間學校各有所長，橫跨理工、商學、農學、醫學、傳媒、法學、設計等不同專業，也都是台北創校超過50年的老校，歷史悠久，學術各有所長，若能合作，對於學校辦學行政、教學資源也能做更有效利用。東吳校長潘維大則表示，九校的合作不像聯合大學組成法人組織，而是以默契方組成，因此過去已經有兩年合作默契，這次加入北醫，並規畫9校雙學位制，目前已向立法院提案，修改學位授予法草案，只要修法通過，最快新學期開始，任何一校學生都可以跨校修課，如可上東吳法律，也能修實踐設計，畢業就拿雙學位。「具備第二專長或能力的職場π型人才，才能成為無可取代的職場優勢競爭者」，潘維大表示，跨領域人才已經是趨勢，學校能替學生增強競爭力，招生上也是一大利基。大同校長何明果也表示，面對少子化衝擊，對於小校來說，和其他學校合作，能更有利於招生，例如美國的學校就是如此，共同合作可將學校辦的更好，而大同和產業連結最深，將會開放其他學校學生到大同工廠實習，至少開放10%的名額。而包含世新、大同，這學期都向教育部提出調漲學雜費申請，未來九校如果合作，是否聯合調漲學雜費？何明果表示，調漲學費由各校自己決定，因各校專長領域不同有的法商、工程，辦學成本不同，學校學生人數規模也不同，不可能一起聯合調整。吳永乾也表示，不會有聯合行為。嗯～大家怎麼想呢？,8,3
224077769,臺北醫學大學,f,想請問附醫健檢價格,2016/5/24,因為最近在準備實習的體檢資料需要抽血及胸部X光的檢查去附醫批價櫃檯問了他們說要掛家醫科但是價錢不清楚要到時候做了才知道所以想問問有沒有人之前去過知道大概多少錢的？,2,2
224075492,臺北醫學大學,f,可愛的7-11店員?,2016/5/24,不知道有沒有同學也覺得…學校7-11男店員很帥很可愛的>///<有染一點頭髮，瀏海短短的那位，好像早上他都會出現？雖然沒有很高，也都帶著口罩，但自從有次他順手幫忙撿了滾出去的零錢，後來結帳的時候就總是會忍不住多看幾眼了?（實在是很怕有人來認親，就不去告白北醫了哈哈）,33,6
224073308,臺北醫學大學 醫學系,m,水旺爺爺，一路好走,2016/5/23,http://blog.tmu.edu.tw/tmubt/012347.html#more北醫的創校人，胡水旺爺爺今天過世了可能年紀大一點的同學會記得以前水旺爺爺已經一百多歲還很常常在FB跟我們互動學校有辦活動，水旺爺爺還會送飲料來支持真的是非常親民非常可愛的一個爺爺希望你一路好走。,128,0
224047997,臺北醫學大學,f,約會的好地方,2016/5/19,想請問學校裡面、學校附近可以約會的好地方不想一直閃別人也想要能好好談戀愛的空間^^請大家推薦一下?,13,21
224047717,臺北醫學大學,m,窩咖哩的下落,2016/5/19,吳興街街口的窩咖哩之前一個禮拜沒開進天去發現變成賣麵的了北醫附近有賣咖哩的基本都吃過一輪這是我覺的北醫附近CP值最高的咖哩啊！！（沒有之一而且之前也都很好，我不相信窩咖哩就這樣倒了QAQ有沒有人知道消息的呢？,7,2
224046830,臺北醫學大學,f,美樂蒂ktv,2016/5/19,吳興街上有一家美樂蒂Ktv 應該開了一年多有了每次都很好奇裡面的環境是認真唱歌的地方嗎有人有去過可以分享一下嗎?,8,7
219969496,臺北醫學大學 藥學系藥學組,m,公衛蔬果週,2016/5/16,我有預購16號的(就是今天)想問一下是以擺攤形式販賣嗎今天有去穿堂那邊逛好像沒看到如果有的話，就是我眼殘了@@,9,5
219168811,臺北醫學大學,m,北醫學務處公告疑似慣竊,2016/5/16,請各位同學幫忙注意????近日又有實驗室和同學遭竊這是校方公布的可疑人士「菸酒生」筆電被偷真是逼死人啦Data都在裡面欸欸欸...,28,2
209000997,臺北醫學大學 醫學系,f,一個粉專需要大家的 支持～～,2016/5/12,一個粉專需要大家的支持><https://www.facebook.com/Kyu-224466884586353/FB搜尋粉專「kyu」,6,1
202682664,臺北醫學大學 藥學系藥學組,m,保健便當,2016/5/10,這學期怎麼沒了QQ我一直在等QQ,9,5
202473913,臺北醫學大學,m,大家來幫我QAQ語言獎勵金,2016/5/10,大家好我在路上看到這個我覺得對考JLPT的同學來說感覺很不公平日檢（JLPT）是四月報名七月第一個週日考試九月報名十二月第一個週日考試它又要求要當年報考檢定通過才能申請…考試成績出來申請日期早就過了只有一個例外就是「通過時間的判定是根據通過證明寄送日期決定」那麼在104年十二月第一個禮拜日考試通過之後拿到通過證書（申請日期前就會到）並且是104學年度應屆畢業生才能申請……………真的要那麼麻煩嗎還是其實他根本不希望考日檢的人申請…？謝謝大家看到這裡希望大家可以指點我QQ,7,1
194572318,臺北醫學大學,f,食安系,2016/5/8,有沒有後年要開食安系，還是從保健分出來的卦??,7,16
186452658,臺北醫學大學 藥學系,m,電子資料庫問題請教,2016/5/5,圖書館的集點活動，問題都很麻煩。有好心人士願意協助答題嗎？感恩http://library.tmu.edu.tw/v2/files/ipadmini/2016Q_20160503-0509.pdf,0,3
186085068,臺北醫學大學,m,醫管系..........  666666,2016/5/5,今天走在路上聽到應該是醫管的人在說下個學期醫管系要被搬到校外這是真的嗎???,18,18
183873860,臺北醫學大學,m,檢舉逃漏稅,2016/5/4,1. 不曉得大家有沒有發現原野社基本上不開發票，不曉得這樣因為稅金賺了多少錢…共筆還用劣質的紙臭得要命2. 合記書局也是不開發票的高手，名義上跟你說用團購價，卻不知比總公司開發票的團購價還貴，發現總公司賣得比他便宜還去抗議要求調回跟他們一樣，怎麼會有這種不肖業者= =--小魯雖然只是這社會的一顆小螺絲釘，但是還是去國稅局網站檢舉了這兩個店家，希望這個社會能夠少些得過且過，把規定當屎的人,50,18
179220102,臺北醫學大學,m,這個禮拜學校醫綜後棟跟前棟,2016/5/3,有很多活動～大家如果沒有事情不妨去看看哦XDps：聽說有人去某個活動抽籤抽到凶當天游泳就腳抽筋了…（小聲,11,4
179159154,臺北醫學大學,f,協尋,2016/5/3,墨綠色羽球球袋在ubike處不見了，時間是在4/30，晚上7:20左右，請各位幫忙尋找看看，謝謝,7,1
177761935,臺北醫學大學,f,有沒有「免費便當講座」社團阿,2016/5/2,我覺得北醫免費便當講座真的很推誒！！但查了一下 怎麼會沒有一個專門貼免費便當文的社團阿？有的話滿想加的耶哈哈！,24,8
169110264,臺北醫學大學,m,告白北醫,2016/4/29,不知道大家對告白北醫看法是什麼1.會上去看自己/認識的人有沒有被寫到嗎?2.會用這個來匿名發文說出心裡話嗎?3.為什麼告白北醫這麼富姦?針對第三點推測是告白北醫小編只有一個或是他不想再管了(還是有人知道什麼內幕嗎?)如果我想開個告白北醫2.0(有多人管理+小編傳承機制)不知道大家覺得如何呢?,29,8
168135632,臺北醫學大學,m,拖延症,2016/4/29,欸看到一些同學，每天上課遲到，作業到deadline還在那邊苦苦哀求課代，考試也可以遲到，也是醉了，自己這樣廢就算了，連別人請你幫忙的事情也可以放別人鴿子一個下午，電話不接，訊息也不回，我東西在你那邊，你叫我怎麼做事情？拜託你們這種自私的人可不可以改一下壞習慣，這些東西等你出社會都會害死你的喔～,26,5
141551939,臺北醫學大學,f,北醫真的有後校門口嗎？,2016/4/21,北醫校門很多…可能之前有聽同學說過有些人是走後門讀醫學系的但是我當時是抱著「可能誰想中傷誰」吧這樣的心情抱著還是想要相信學校的角度去看待這件事。不過這個新聞真的讓我有點動搖??雖然最後是沒有轉成功不過裡面說的感覺這件事就像公開的秘密一樣讓我忍不住懷疑…不知道大家對於這件事有什麼看法？PS.不是想要戰系所><，不論如何，對於大家發表的意見如何都會給予尊重。水果新聞：台北一名李姓醫師的兒子就讀中山醫學大學，2014年間，因離家遠想轉回台北市就學，楊姓男子(46歲)得知後，吹噓不只可協助轉進台北醫學大學，還可讓非就讀醫學系的李男兒子轉入醫學系就讀，但需1500萬元疏通，李男於是赴了前金600萬元，楊男卻藉口拖延，後因李男兒子也不想轉學了，楊男卻避不見面拒還款，台中地檢署依詐欺罪起訴楊男。起訴指出，專門從事國外就學代辦業務的楊男，經友人介紹認識李姓醫師，明知自己並無管道與人脈可以協助代辦轉學轉系事宜，卻向李男佯稱有管道可透過白手套疏通台北醫學大學董事會成員，讓李男兒子轉至台北醫學大學醫學系就讀，但需支付頭期款600萬元為疏通費及委任費，事成後再支付尾款900萬元。楊男為取信李男，表示願以借款名義簽訂借據，再開本票擔保，李男信以為真，與楊男簽訂輔導升學合約書並交付600萬元，豈料，李男屢次催促楊男辦理轉學事宜，楊男一再拖延，3個月後，因李男兒子向父親表示不想轉系，李男隨即向楊男要求返還600萬元，楊男卻無法返還且避不見面。李男知道受騙後提告，楊男辯稱把600萬元交給另位代為疏通的名醫，但因無法舉證，台中地檢署依詐欺罪起訴楊男。(許淑惠／綜合報導)原文連結：http://www.appledaily.com.tw/realtimenews/article/local/20160420/842852/,17,28
131776231,臺北醫學大學 藥學系藥學組,m,共筆的空白處該放什麼咧,2016/4/18,我個人滿想推薦數獨或一些非常不準的運勢之類,26,12
121313405,臺北醫學大學 呼吸治療學系,m,警笛聲,2016/4/15,有沒有人知道剛剛北醫附近發生什麼事了？好多救護車跟消防車開過去似乎是往284巷的方向？希望不要有人傷亡,6,6
118139792,臺北醫學大學,f,想知道關於助教,2016/4/14,很好奇大家碰到的助教是怎麼樣的呢有沒有那種在考試會放水的啊xDD還是 那種沒架子平易近人的又或是 不苟言笑 但解題又解不出來的呢助教是不是通常都是老師的研究生啊？,11,8
109214633,臺北醫學大學,m,小問題,2016/4/12,宿舍床位備取的話被選上的機率如何呢？,4,9
102639299,臺北醫學大學,f,有關專服,2016/4/10,我想請問一下是不是每個系的系學會給的一次專服上限都是12小時？就算參加了一個禮拜以上的服務隊或營隊都只能拿到12小時因為不太認識別系的但想知道大家的制度所以想說來這裡發問:-P-專服好難拿,3,6
100216465,臺北醫學大學,m,綽號,2016/4/9,剛剛開了fb滑一滑剛好看到有人在fb的關於自己寫上 北醫楊祐寧再看看照片? 楊祐寧沒長這?耐人尋味吧? 他很帥還跟他出去玩過欸 別這樣QQ各位身邊有沒有有趣的封號 說來聽聽～～,7,32
99095355,臺北醫學大學 藥學系藥學組,m,當別人聽到你讀北醫,2016/4/9,個人有遇過幾種情況1.哇！醫學系這麼厲害(大多數長輩)2.是那個在信義區的那個嗎(沒有綽啦就是那個啦)3.讀哪個系(很少人問)4.北一女!?(一個服務生，她要問有沒有特約學校)不知道還有沒有人有其他好笑的狀況~4/10 12:28更新5.說出自己不是醫學系後看到對方尷尬的表情然後說『那也不錯啊』(我鄰居),122,18
96817523,臺北醫學大學,f,申請入學面試志工,2016/4/8,最近看到很多個系在申請入學面試自己也有點想去幫忙想看看未來學弟妹XD可是找不到招募志工的地方有人知道在哪嗎？,6,4
71181815,臺北醫學大學,f,服學維新,2016/3/31,在FB上看到服學維新有人知道服學維新什麼時候才要舉辦公聽會之類的事情啊？滿肚子的問題好想要直接去找學校問清楚！有人知道什麼時候嗎？,24,20
67999767,臺北醫學大學,f,附設醫院的醫美中心,2016/3/30,我知道北醫學生在附醫掛號不用掛號費請問有人知道醫美中心的收費嗎？北醫學生有無優惠？有沒有人在附醫打過雷射～～～想縮毛孔><,12,4
60034526,臺北醫學大學,f,3月28日,2016/3/28,學校3/28有什麼需要穿西裝的活動嗎,8,6
38447751,臺北醫學大學,m,早餐街的House髮藝,2016/3/22,"有人去過House髮藝剪頭髮嗎好像開蠻久的, 不知評價如何?",5,10
37542839,臺北醫學大學,f,推薦晚餐和宵夜,2016/3/21,吳興商圈開了一家新店賣臭豆腐跟麵線很好吃又料多臭豆腐的湯好喝老闆有些沉默戴著口罩划算又好吃但是不知怎麼很少人光顧推薦大家###,18,10
21591906,臺北醫學大學,m,北醫正顎手術費用,2016/3/16,如題，最近因為下顎問題去看北醫的齒顎矯正科，對於矯正費用牙科可以明確給出數字，但在開刀部分要再與口腔外科做確認，想請問有經驗的同學，北醫學生在醫院做正顎手術約需要多少錢呢，謝謝!,2,4
6949742,臺北醫學大學,f,前幾天出現在小7前的黑狗,2016/3/11,請問有沒有人知道他去哪了？ 平安嗎？是不是有好心人帶他回家了？這幾天都下大雨但卻完全不見他的蹤影真的還滿擔心他的他很乖 卻很悲傷看他如此憂鬱絕望的眼神實在覺得很心疼不希望他再受到任何傷害希望北醫的同學們能提供他的行蹤真的很想知道他安不安全?,38,9
4976657,臺北醫學大學,f,問大家選系是為了興趣還是薪水？,2016/3/10,最近一直在思考一個問題大家考上了自己的系或是選擇現在的系是因為興趣還是以後的薪水還是有其他考量呢？！哪樣的薪水才算高呀？,11,7
1234259,臺北醫學大學,m,轉系規定,2016/3/8,(代po)要轉藥學的門檻是學年總平均80分還是上下學期的平均都要80分？ 通識被當可以轉系嗎？另外 轉系考報名和考試的時間是什麼時候？,0,7
1229047,臺北醫學大學,f,關於學校健身房,2016/3/7,最近開始去學校健身房，不過對於跑步機的使用不是很清楚??想要跑的話要先在櫃檯登記？看上一個人使用到什麼時候接著填下去？我看那個表好像也沒有分第幾台跑步機的樣子？（不知道有沒有人飛輪很厲害可以帶練，好像三個人以上可以借飛輪教室～）-動起來-,11,14
1215441,臺北醫學大學,f,開學除了上課......,2016/3/5,唉！開學兩週除了上課還有什麼活動是值得參加的嗎？我不想要繼續廢下去了！大家新學期都有什麼樣子的規劃？,8,14
1193092,臺北醫學大學,f,北醫附近讀書的地方,2016/3/1,求北醫附近可以讀書又可以飲點東西坐很久的地方 星巴克除外 已經去膩了  大一的小朋友,14,12
1147779,臺北醫學大學,m,求救，學生證掉了,2016/2/21,請問我要先去那個處室辦呢?還有，補辦學生證要錢嗎?,3,10
1143192,臺北醫學大學 公共衛生學系,f,大家來排名學校周邊午餐吧,2016/2/20,又到了開學的時候啦每次開學最痛苦的事情莫過於想中午要吃什麼尤其對我這種大三老屁股來說根本學校周邊吃到爛了於是 如題請大家幫我排名學校周邊的午餐老妹我從週一開始照排名往下吃啦,22,41
1109092,臺北醫學大學,m,不遜色的北醫營隊文化,2016/2/13,"安安各位大大水水最近成大版非常熱鬧討論著關於自救國團以來流傳許久的「營隊文化」可恥的不只是營隊 可恥的是腐敗 守舊 裙帶文化?更新 對於彰友一事?
謝謝第一代總召特地回文
不知道這段曲折
當時CUL先行後才有彰友熱門科系
形式 賣點 訴求都有所雷同
很抱歉誤會了你們 抄襲一詞確實太過嚴重 由於狄卡無法顯示編輯紀錄
為求負從人、錢、觀念砲起身為小大一的我該怎麼面對這些系上或是社團的營隊呢？",17,5
1092534,臺北醫學大學,m,傳說中的轉系秘笈((！？,2016/2/9,聽說北醫校內有在販售神秘的轉系秘笈.....但是是誰在販售阿！要透過什麼管道購買啊！！,16,21
1087335,臺北醫學大學,f,有沒有人忘記選課...,2016/2/7,嗯…事情是這樣子的寒假忙著參加志工團的活動還有忙著找打工忙著顧家裡的店一不小心整個把選課日子拋到了九霄雲外不知道該怎麼辦尤其我上學期的選課數超少押權重超級衰簡直為我這下學期煩惱死不知道有沒有類似的神人可以救救我...雖然我知道大概沒救了...是不是只剩下加退選可以救好課大概都沒法子選了吧((茶((淚玻璃心。碎。,20,18
1084958,臺北醫學大學 保健營養學系,m,勳年快熱 猴運當頭~~~,2016/2/7,好久沒有新的文ㄌ哈哈各位北醫ㄉ迪卡大大們大家新年快樂~~~祝大家都可以領到很多壓歲錢~~還有麻將贏錢!!!!!((重點誤面對長輩的連環砲可以全身而退 ╮(╯▽╰)╭Happy Chinese New Year~~~~-----滷糖,45,7
1054913,臺北醫學大學 醫學系,m,揪人打羽球網球,2016/1/31,各位好捧油們，有人想打球沒人打得嗎一起揪團打球八,8,6
1030083,臺北醫學大學,m,彭老師的演講,2016/1/24,最近去聽一位彭老師的演講裡面有一段話讓我印象深刻( 以下文章中所述的老師是指日語中的先生 也就是各行各業的前輩)台灣跟美國人才培育最大的差異並不在於品質的優劣 台灣人的頭腦也很聰明 well educated甚至很多年輕人也很努力但為什麼美國的年輕人三十歲創業成功比比皆是台灣卻鳳毛麟角？我認?責任在我們這些為人師表者身上美國人習慣傾囊相授認為技藝的傳承是一種責任是這個國家強盛的命脈因此把學生教好 讓學生站在自己的肩膀上視之為榮耀但台灣的老師大多不這麼想台灣的老師 尤其是那些著重技藝傳承的行業例如外科醫師 廚師 技師...不少人視傾囊相授為畏途更不少老師把學生視之為未來的競爭對手認為一旦把學生教會了未來就會威脅到自己的利益與領域獨佔性雖然常常把師徒制掛在嘴邊但其實只是把學生當成廉價勞工 免費勞工一個可以頤指氣使的工具但等到真的要傳授技藝的時候卻專挑不重要的枝微末節教往往浪費了年輕人好幾年的人生卻只學會了做一大堆雜事真正的重點與殺手?卻眼看著要跟著老人進墳墓而這些老人卻不停地講 哎 年輕人不行啊不放心交棒 他們對這個技術還不會我不敢放手呃……如果年輕人會了 就不需要老師在旁邊看顧了呀！！這些老人一方面把自己的地位推崇為師者但實際上是在壓榨年輕 羈絆年輕人的腳步然後讓社會大眾看到年輕人沒有後起之秀後才搖頭嘆氣說年輕人不行其實老人們你們想錯了年輕人怎麼會不知道你有沒有認真教呢你不教 積極的學生過幾年他自然會在其他的地方學會而且 因為你耽誤他的青春 壓榨他 卻不教他他會恨你一輩子你不如好好教 傾囊相授的教學生十個九個都會心存感激未來在你有需要的時候他會報答你 事業上即使有競爭之處學生也會處處容讓更重要的老人們你不能停止學習！我們在教學生的同時自己也要不偷懶的繼續學習新的東西繼續不停的進步很多我們老人就是一個懶字不讓年輕人超越的方法不是自己繼續努力往前跑而是停下來絆倒年輕人這是不對的 這是卑劣的做法之前我們的上一輩那麼無私的教導我們讓我們這些四五年級生能在人生最精華的時候發光發熱為國家創造了驕傲現在不就是我們讓我們的技藝傳承下去的光榮時刻嗎老人呀 收起你短視近利的老花眼鏡努力的 無私地把年輕人抬到你的肩膀上讓他站在你的肩上 爬得更高 看得更遠 比你更加耀眼吧,36,1
1027308,臺北醫學大學,m,今天天氣冷,2016/1/24,大家記得注意保暖真的不得已要外出的話多穿點哦??（放熱之後正急遽降溫,30,1
1009227,臺北醫學大學,m,禮拜日渣打路跑,2016/1/19,因為是跑半馬的結合地點在總統府5.30要起跑想請問有人剛好也要參加要一起共乘的嗎？順便找同好0.<,11,0
989932,臺北醫學大學 醫學系,m,通識課問卦,2016/1/14,最近 考完期末了發現學校已經開放查詢下學期的課本表有位叫做 曾佳婕的老師她開的課都是英文系列的感覺以前沒在北醫聽過她 不知道有沒有人修過她的課？,9,10
965008,臺北醫學大學,m,請問吉他社,2016/1/7,想請問今年有沒有吉他營這個活動?好像到現在都還沒有消息去年大一撞之夜所以沒辦法參加還有請問大二能夠報名嗎?,7,3
962246,臺北醫學大學,m,問卦,2016/1/7,有沒有保健系三年級H姓同學的八卦,18,23
958221,臺北醫學大學,m,轉系考?,2016/1/6,我想轉藥學，問問大家覺得下學期才開始準備轉系考來得及嗎？,6,8
945870,臺北醫學大學,m,北醫周邊剪頭髮,2016/1/3,"最近有點想新年新氣象想問問大家對這三間店的評價如何附醫急診對面的""上越"", 早餐街的""House髮藝""跟""R&J""謝各位學長姐了??",7,12
944714,臺北醫學大學,f,自學新警衛,2016/1/3,昨晚經過自學被他專注的目光和霸氣的身影俘虜愛芙蘿黛蒂,88,23
918016,臺北醫學大學,m,學烘培,2015/12/26,有請滷唐開班授課，想學，有帥哥教學，相信能學的很好,18,9
914824,臺北醫學大學,m,冷清的聖誕節,2015/12/25,有沒有發現.......今天放學後的校園特別冷清.......根本沒幾支人影...好難過我只能被大家放生在這裡討拍...,22,3
898655,臺北醫學大學,f,學校附近有什麼好吃的啊:(,2015/12/21,跟以前的同學約好她說她要來我們學校這裡找我呷飯ww平常跟同學去附醫後面那裡吃的都還不錯我們兩個都有經費上的困難XDD問過之後她說想吃便宜又大碗的那種不過這樣感覺會不會怪怪的:(人家大老遠(?)來吃一碗牛肉麵如果是我我會覺得不划算欸XDD,9,13
861065,臺北醫學大學,m,北醫人，大家好!!! 請幫助我的朋友完成她的夢想XD,2015/12/10,以下是她的增援請求~~「徵」北醫人神聖一 票!!!我是北醫畢業學姊最近參加一個活動徵選去北歐和雪橇狗極地登山的活動!!!剩小2小時人氣投票!!!我需要大家支持我，推我去極地吧!!!!再20票，就可以擠進前10名!!!!!團結力量大，讓台灣超越加拿大吧!!!!!(這是全球徵選)http://www.fjallravenpolar.com/UserProfile/417上課在發呆嗎?左右快睡著的，拉起他/她的手也幫我點一點(VOTE)吧!!!!謝謝你/妳北醫人的愛^ ^!!!,16,3
852966,臺北醫學大學,m,關於直屬的事情：）,2015/12/8,大家覺得直屬是應該怎麼交流呢？我知道一定有不好相處的也有相處到超好的但是還是想問大家是把直屬制度當成機緣還是義務呢？,20,31
840687,臺北醫學大學,f,啦啦花錢請教練 慎選!!!!!!!,2015/12/4,各位學弟妹辛苦了?不管有無得名都是系上共同寫下的大學回憶...但是總有些事讓我們真的很不開心看到這個真的心有戚戚焉?請大家共同抵制這樣草草了事的教練!!!!!!!,32,6
836622,臺北醫學大學,f,有沒有學校附近推薦的～,2015/12/3,多數人都會有尾數家聚或是聯合家聚對吧～其實我一直很好奇…………北醫附近合理價位，又還不錯的聚餐餐廳有沒有推薦的啊……其實我平常吃的長得差不多～也不知道哪裡好吃～??,7,7
830676,臺北醫學大學,f,求北醫附近牙醫診所,2015/12/2,請求各位同學幫我解答阿～～之前一直聽聞附近有一家牙醫診所，第一次洗牙不用錢！但我真的不知道是哪家啊！附近超多診所，但不知道哪家是大家最推薦的呢？拜託幫解答～?,5,7
815969,臺北醫學大學,f,好奇想知道~,2015/11/27,關於北醫有多少僑生、陸生和外籍生有再用dcard 的??--by 也是僑生的同學,15,37
809277,臺北醫學大學,f,學校的貓咪,2015/11/25,請問，校內除了白花貓和黑貓。還有其他的貓嗎?  每隻貓都有名字嗎?那些貓都好可愛呦~ >__<,16,7
808244,臺北醫學大學,f,（黑特）在十字路口發傳單的店,2015/11/25,他們常在吳興街和莊敬路十字路口發傳單我印象中已經發兩三年了什麼健康營養早餐有一次順手拿了傳單然後被問要不要去試他們的早餐因為剛好沒事，所以我就去了去了之後他們請我填資料、量體重然後弄了一杯香草口味的高蛋白給我喝沒有錯，他們所謂的早餐就是一杯高蛋白接下來就是一連串的推銷說每天早上喝一杯當早餐非常有飽足感然後就會瘦，體脂肪會下降??他們也有說當然你其他餐也不能就大吃怎麼樣聊一聊試喝之後他們默默開始介紹收費模式我忘記確切數字了但是一個月平均每天要一百多元連問有沒有考慮要都沒有直接就問我要哪種方案最後我實在不知道怎麼辦，真的很想逃走於是我只好花了快四百元買了三天試用期但是我一次都沒去這四百我去市政府買餅乾還可以買八包嗚嗚總而言之這整個過程都讓我覺得他們非常不專業就是一種硬推銷產品的感覺讓我非常傻眼的是我說我會去社區健身房，一週一兩次他們竟然建議我不如把健身房的錢省下來買他們家的早餐喝，一樣可以達到瘦身效果他們裡面有自稱曾經是運動國手的人還有自稱是北醫的醫療人員的人和自稱是中醫師的老闆我不知道他們說的是不是真的只是覺得醫療背景的人應該不會叫你不運動只要靠吃高蛋白就可以了如果有人也有親身經驗覺得完全不是這樣可以反駁一下只是想跟大家說不要跟我一樣傻傻的去試喝還花冤枉錢,41,28
799813,臺北醫學大學,m,宿網能否使用AP轉換成wifi,2015/11/22,首PO 有錯請鞭小力想請問有住宿舍的同學，能否使用AP將宿網轉接wifi呢？（因為小弟筆電無法直接開啟基地台功能，囧）之前有嘗試過一兩次，但都是無法連線的狀態，到最後還只能去資訊處消MAC位置= =所以如果有人在宿舍是用AP轉wifi的話，麻煩各位好心人士幫忙搭救～感恩！！！－附上AP照片一枚,2,12
798202,臺北醫學大學,m,考完（大多數的）試了(?~?`),2015/11/22,大家有沒有想聊個天的XD開個串講講自己對期中的看法嗯…雖然熬夜有點累不過還是學到很多知識明年見學弟告訴他學多少知識好了(??ω??)?,8,8
797259,臺北醫學大學,m,交換才藝,2015/11/21,在下不才非常需要加強英文能力但因為沒什麼多餘的生活費所以想問有人願意用專長互相交換學習嗎(^^)專攻羽球和攝影游泳也行,6,3
760767,臺北醫學大學,f,學校附近慢跑路線,2015/11/14,經過生化的一番轟炸後小妹我決定開始慢跑了～～（其實跟生化一點也沒關係但我不喜歡在健身房跑因為隔壁跑步的人強大了讓我很挫折也不想一直在北醫校園繞圈圈有人推薦學校附近的慢跑路線嗎？希望可以安全一點因為我應該會是一個人跑拜託大家提供小妹一點建議～～～,22,29
759365,臺北醫學大學,m,宿舍旁的蔥油餅,2015/11/14,好吃好好吃，還有法式吐司讚，好多正妹都在吃，心情真好！,20,5
750279,臺北醫學大學 護理學系,m,畢業季來了,2015/11/11,"即將結束的大學生涯、即將脫離學生身分邁入社會……這時，你想到了哪些人？哪些事？還是甚麼樣的畫面？什麼樣的回憶令人久久無法忘懷、令人想到就會莞爾一笑呢？即將向未來啟程的畢業生，除了依依不捨之外你，還有別的選擇！用回憶說故事，只要你/妳提供故事劇本，學校將開拍並製作成為畢業主題影片和歌曲，讓你/妳的美好故事與動人的歌聲成為畢業典禮中最感人的片段。===========================================甄選對象為全校學生（不限年級科系均可參加）總獎金16,000元整（將選出1~2組獲選作品，並依獲選組數分配獎金）※活動簡章連結 https://goo.gl/GZR1Ft 或至就服組網站下載詳情請洽 畢聯會活動組 護理系 洪伯堅 spps50836@gmail.com 0953357931公衛系 趙映婷 rodychao@gmail.com 0988237815學務處 生涯發展與就業服務組 沃國瑋 分機2241北醫騷護生",22,4
746066,臺北醫學大學,f,想問學校可以幫忙化驗自來水嗎,2015/11/10,如題我和三位室友合租一層樓自來水有松香油的味道想解決問題可是房東他們看我們都女生好欺負不想解決問題 要我們忍想問學校或是北醫附近有可以化驗的地方嗎謝謝你們,8,6
742927,臺北醫學大學 藥學系,m,北醫附近哪裡有機車行可以驗排氣,2015/11/9,如題，找北醫附近哪裡有機車行可以驗排氣,0,2
740227,臺北醫學大學,m,[詢問]校名更改?,2015/11/8,所以我們現在還是台北醫學大學嗎還是已經變成台北特別行政區醫學大學惹啊OAOa?,5,5
732576,臺北醫學大學 牙醫學系,m,[飲料杯猜謎跟風]（北醫梗）,2015/11/6,一如往常搭小巴7向市府捷運站出發傳來熟悉的報站“即將抵達...”然後它就突然不接話了為什麼呢......................原來是無心接派出所,111,9
